grade_ENG,grade_MTH,grade_PHY,grade_CHM,grade_BIO,grade_ECO,grade_GEO,grade_GOV,grade_HIS,grade_LIT,grade_ACC,grade_COM,grade_ARA,grade_ISL,utme_ENG,utme_MTH,utme_PHY,utme_CHM,utme_BIO,utme_ECO,utme_GEO,utme_GOV,utme_HIS,utme_LIT,utme_ACC,utme_COM,utme_ARA,utme_ISL,strength_ENG,strength_MTH,strength_PHY,strength_CHM,strength_BIO,strength_ECO,strength_GEO,strength_GOV,strength_HIS,strength_LIT,strength_ACC,strength_COM,strength_ARA,strength_ISL,weakness_ENG,weakness_MTH,weakness_PHY,weakness_CHM,weakness_BIO,weakness_ECO,weakness_GEO,weakness_GOV,weakness_HIS,weakness_LIT,weakness_ACC,weakness_COM,weakness_ARA,weakness_ISL,career_interest,work_environment,aptitude,label
C6,C6,NONE,B2,NONE,C5,NONE,B3,C6,B2,NONE,NONE,C4,NONE,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Arts & Humanities,5,Common Law
A1,C4,D7,B2,C5,NONE,NONE,NONE,NONE,C4,C6,C5,NONE,NONE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Arts & Humanities,Sciences & Mathematics,3,Agriculture
B3,A1,NONE,A1,NONE,C4,A1,NONE,C5,NONE,NONE,C6,C6,NONE,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Public Service & Social Science,Sciences & Mathematics,1,Social Work
B2,C5,E8,C4,C5,B3,NONE,E8,NONE,NONE,NONE,E8,NONE,NONE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Law & Legal Studies,Engineering & Computing,2,Biological Sciences
B2,C4,NONE,NONE,B3,NONE,C5,A1,C4,NONE,NONE,NONE,C6,B2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Health & Life Sciences,Agriculture & Environmental Science,1,International Relations
A1,C4,B3,B2,B2,C5,B3,NONE,NONE,NONE,NONE,NONE,C6,NONE,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Agriculture & Environmental Science,Law & Legal Studies,2,Social Work
B3,A1,C5,NONE,C5,B3,C6,NONE,NONE,NONE,B2,C6,NONE,NONE,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Public Service & Social Science,Health & Life Sciences,4,Business Administration
A1,B3,C6,C4,NONE,B3,NONE,NONE,NONE,NONE,C4,NONE,C4,C5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Law & Legal Studies,Business & Management,5,Mechanical Engineering
C6,C4,D7,C6,C6,NONE,NONE,E8,NONE,NONE,NONE,B3,NONE,C6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Arts & Humanities,Engineering & Computing,4,Education and Biology
B3,B3,NONE,C5,C6,D7,C4,F9,NONE,NONE,B3,NONE,NONE,NONE,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Business & Management,Law & Legal Studies,1,Biological Sciences
C5,B3,NONE,C6,NONE,C4,NONE,C4,NONE,NONE,C4,B3,NONE,E8,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Health & Life Sciences,Business & Management,3,Business Administration
B3,C5,C4,NONE,B3,NONE,A1,B2,B2,NONE,NONE,C4,NONE,NONE,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Agriculture & Environmental Science,Public Service & Social Science,1,International Relations
A1,C5,C6,B2,NONE,E8,C4,B3,NONE,NONE,C5,NONE,NONE,NONE,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Education & Teaching,Business & Management,5,Architecture
A1,C5,A1,B3,NONE,B3,NONE,NONE,B2,NONE,NONE,C6,B3,NONE,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Law & Legal Studies,1,Chemical Engineering
C5,C4,NONE,B2,NONE,C6,C5,C4,NONE,NONE,B2,NONE,F9,NONE,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Public Service & Social Science,Arts & Humanities,4,Geography
B2,C6,B2,C5,C5,E8,D7,NONE,NONE,NONE,NONE,NONE,NONE,C5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Engineering & Computing,Law & Legal Studies,2,Civil Engineering
A1,C5,C4,NONE,NONE,C5,NONE,C4,NONE,C4,D7,NONE,F9,NONE,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Agriculture & Environmental Science,Arts & Humanities,1,Law
B2,B3,A1,C4,NONE,NONE,C4,C4,F9,NONE,C4,NONE,NONE,NONE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Engineering & Computing,Arts & Humanities,5,Computer Engineering
C6,B2,NONE,NONE,NONE,C5,F9,B2,NONE,C5,NONE,D7,C5,NONE,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Public Service & Social Science,Health & Life Sciences,1,Mass Communication
A1,C4,B2,C6,B3,NONE,C6,C4,NONE,NONE,NONE,NONE,C6,NONE,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Law & Legal Studies,5,Education and Biology
B3,C5,B3,C4,NONE,NONE,NONE,C4,NONE,NONE,B3,C6,E8,NONE,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Education & Teaching,Business & Management,4,Education and Mathematics
A1,B2,B2,C5,NONE,NONE,NONE,C6,D7,B3,E8,NONE,NONE,NONE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Agriculture & Environmental Science,Public Service & Social Science,4,Mathematics
B3,B2,C4,B2,NONE,C4,B2,NONE,NONE,NONE,NONE,C4,C4,NONE,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Sciences & Mathematics,Sciences & Mathematics,2,Mathematics
C4,C5,NONE,B3,NONE,C4,NONE,B2,B2,C5,E8,NONE,NONE,NONE,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Health & Life Sciences,Business & Management,4,Psychology
C4,C6,NONE,C6,C6,B2,D7,NONE,A1,NONE,NONE,NONE,NONE,C5,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Education & Teaching,Public Service & Social Science,3,Education and Biology
C4,B2,C4,A1,B2,NONE,NONE,NONE,C5,A1,NONE,NONE,NONE,B3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Arts & Humanities,Sciences & Mathematics,3,Mechanical Engineering
C4,C6,NONE,C4,NONE,C4,NONE,NONE,D7,NONE,NONE,D7,C4,C4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Health & Life Sciences,Sciences & Mathematics,2,Statistics
C4,A1,C6,NONE,E8,NONE,NONE,C5,NONE,B3,NONE,NONE,A1,C6,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Sciences & Mathematics,Agriculture & Environmental Science,2,Islamic Law (Sharia)
C5,B3,NONE,NONE,NONE,A1,C6,B3,NONE,F9,NONE,C4,C4,NONE,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Business & Management,Education & Teaching,4,Geography
B3,B3,NONE,B2,C5,NONE,C4,D7,NONE,C5,NONE,NONE,NONE,B2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Business & Management,Public Service & Social Science,3,Biological Sciences
C6,C4,B2,C6,C6,NONE,NONE,D7,NONE,NONE,NONE,NONE,C6,C4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Business & Management,Law & Legal Studies,1,Medical Laboratory Science
B3,C6,NONE,C6,C4,C5,NONE,NONE,B3,E8,NONE,D7,NONE,NONE,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Engineering & Computing,Health & Life Sciences,3,Biological Sciences
C4,A1,B3,B3,A1,E8,NONE,F9,NONE,C5,NONE,NONE,NONE,NONE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Arts & Humanities,Business & Management,1,Pharmacology
C4,C4,NONE,NONE,D7,C6,NONE,C5,NONE,F9,A1,NONE,NONE,C4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Agriculture & Environmental Science,Sciences & Mathematics,3,Public Administration
C4,B3,C4,NONE,C4,C5,C6,NONE,B2,NONE,NONE,NONE,C6,NONE,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Public Service & Social Science,Business & Management,2,Social Work
C6,C4,F9,NONE,NONE,B2,A1,D7,NONE,NONE,NONE,NONE,C5,C4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Arts & Humanities,Arts & Humanities,5,Social Work
C4,A1,D7,NONE,NONE,B2,NONE,NONE,NONE,NONE,C5,B3,C4,C4,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Arts & Humanities,Agriculture & Environmental Science,1,Marketing
C6,C5,NONE,C4,NONE,C5,NONE,B2,NONE,C5,NONE,C5,NONE,E8,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Law & Legal Studies,Business & Management,4,Statistics
C4,C5,C4,B3,B3,NONE,B3,D7,NONE,NONE,NONE,NONE,B3,NONE,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Agriculture & Environmental Science,Arts & Humanities,1,Agriculture
A1,B3,B2,C5,NONE,NONE,B2,E8,NONE,D7,NONE,NONE,B3,NONE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Business & Management,Agriculture & Environmental Science,4,Chemical Engineering
B2,C4,A1,NONE,F9,C4,B3,NONE,NONE,NONE,E8,A1,NONE,NONE,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Law & Legal Studies,Law & Legal Studies,4,Social Work
B2,B2,NONE,B2,C4,C6,B3,NONE,NONE,NONE,B3,NONE,NONE,B3,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Agriculture & Environmental Science,Arts & Humanities,2,Social Work
B3,B3,NONE,B2,D7,A1,NONE,C5,E8,C4,NONE,NONE,NONE,NONE,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Education & Teaching,Business & Management,1,Mass Communication
C5,B3,NONE,C4,NONE,B2,C5,B2,NONE,NONE,C6,B3,NONE,NONE,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Health & Life Sciences,Engineering & Computing,4,Social Work
C4,B2,B2,A1,B2,NONE,A1,NONE,B3,NONE,NONE,B2,NONE,NONE,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Sciences & Mathematics,Law & Legal Studies,4,Civil Engineering
B3,F9,NONE,NONE,D7,NONE,F9,A1,NONE,A1,NONE,NONE,E8,B3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Agriculture & Environmental Science,4,Islamic Law (Sharia)
B2,C4,NONE,NONE,NONE,NONE,B3,C4,B2,NONE,A1,C6,C5,NONE,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Law & Legal Studies,Business & Management,2,International Relations
C4,C4,C5,B2,NONE,C6,A1,NONE,A1,NONE,NONE,NONE,C4,NONE,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Business & Management,1,Architecture
B2,C5,C5,A1,NONE,A1,NONE,NONE,C4,NONE,NONE,B3,NONE,B2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Agriculture & Environmental Science,Arts & Humanities,3,Chemical Engineering
B3,B3,D7,NONE,NONE,NONE,C6,B3,C5,NONE,NONE,B3,NONE,A1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Public Service & Social Science,Public Service & Social Science,2,International Relations
C6,B3,E8,B3,NONE,NONE,C4,C6,C4,NONE,NONE,NONE,NONE,C5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Sciences & Mathematics,Health & Life Sciences,5,International Relations
B3,B3,NONE,B2,NONE,B3,C6,C5,C4,NONE,NONE,NONE,C4,NONE,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Agriculture & Environmental Science,Law & Legal Studies,2,Demography and Social Statistics
C5,B3,NONE,D7,NONE,C4,NONE,B2,B2,A1,NONE,B3,NONE,NONE,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Law & Legal Studies,Health & Life Sciences,1,History
B3,B3,NONE,D7,D7,B3,NONE,B2,D7,NONE,C4,NONE,NONE,NONE,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Agriculture & Environmental Science,Education & Teaching,2,Public Administration
C4,A1,C4,B2,C4,NONE,A1,E8,NONE,NONE,A1,NONE,NONE,NONE,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Sciences & Mathematics,Engineering & Computing,2,Architecture
C4,B2,B3,C4,C6,B3,C5,NONE,NONE,B2,NONE,NONE,NONE,NONE,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Business & Management,Health & Life Sciences,5,Civil Engineering
C4,B2,C6,C4,C5,NONE,NONE,D7,NONE,A1,NONE,NONE,E8,NONE,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Engineering & Computing,Business & Management,1,Education and Biology
C4,B2,A1,C6,NONE,NONE,NONE,F9,C4,NONE,NONE,B2,C6,NONE,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Agriculture & Environmental Science,5,Chemical Engineering
C6,A1,C5,C4,NONE,NONE,C5,NONE,NONE,B3,NONE,D7,B3,NONE,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Engineering & Computing,Business & Management,3,Architecture
C6,A1,NONE,NONE,NONE,C6,NONE,C5,NONE,C4,F9,NONE,D7,A1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Law & Legal Studies,Arts & Humanities,2,Common Law
C4,B3,NONE,C4,C4,A1,C4,NONE,NONE,NONE,B3,NONE,NONE,F9,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Public Service & Social Science,4,Social Work
B3,B2,E8,NONE,NONE,C6,NONE,C4,C6,NONE,B3,NONE,NONE,E8,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Engineering & Computing,Law & Legal Studies,1,Public Administration
C5,C4,C4,C5,B2,NONE,NONE,NONE,NONE,NONE,NONE,B3,C5,C4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Law & Legal Studies,Engineering & Computing,3,Computer Engineering
C5,B2,C5,C5,E8,C5,NONE,NONE,NONE,NONE,NONE,E8,NONE,C4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Arts & Humanities,Public Service & Social Science,2,Statistics
B2,B3,NONE,C4,NONE,B3,B2,B2,NONE,C4,C4,NONE,NONE,NONE,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Arts & Humanities,Education & Teaching,5,Statistics
B3,B3,NONE,NONE,NONE,B3,NONE,B2,NONE,C4,C4,B2,NONE,C6,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Business & Management,Education & Teaching,3,Marketing
B2,C5,B3,C5,D7,NONE,NONE,NONE,D7,NONE,NONE,C5,C4,NONE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Business & Management,Public Service & Social Science,5,Education and Mathematics
B3,B2,A1,C5,NONE,NONE,C5,NONE,C4,B3,NONE,NONE,C6,NONE,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Business & Management,Law & Legal Studies,4,Architecture
B2,C5,C4,NONE,NONE,NONE,NONE,C4,NONE,B2,C4,NONE,C6,A1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Arts & Humanities,1,Islamic Law (Sharia)
C5,E8,B3,NONE,NONE,NONE,NONE,C4,NONE,C5,B3,C6,NONE,B3,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Sciences & Mathematics,Public Service & Social Science,4,Islamic Law (Sharia)
C5,C4,NONE,NONE,B3,C4,C4,B3,F9,NONE,NONE,C5,NONE,NONE,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Engineering & Computing,4,Education and Economics
B3,C5,NONE,NONE,NONE,B2,F9,B2,NONE,C4,NONE,C4,NONE,B3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Health & Life Sciences,Public Service & Social Science,3,Islamic Law (Sharia)
B3,B3,B2,C4,NONE,NONE,E8,B3,NONE,NONE,NONE,B2,E8,NONE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Engineering & Computing,Agriculture & Environmental Science,3,Computer Science
B3,C6,NONE,B3,C5,A1,C5,NONE,NONE,NONE,NONE,NONE,B3,D7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Public Service & Social Science,Education & Teaching,4,Education and Biology
C4,C4,NONE,NONE,F9,C5,NONE,C5,NONE,B3,NONE,B3,NONE,B3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Engineering & Computing,Arts & Humanities,5,Mass Communication
C4,B2,NONE,NONE,NONE,A1,NONE,B2,NONE,C6,NONE,C4,E8,B2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Sciences & Mathematics,Law & Legal Studies,2,Islamic Law (Sharia)
B3,A1,C4,B3,C4,NONE,C4,NONE,B3,NONE,NONE,B3,NONE,NONE,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Agriculture & Environmental Science,Agriculture & Environmental Science,3,Chemical Engineering
B3,C5,NONE,B3,C4,NONE,NONE,C6,C4,NONE,NONE,E8,NONE,B3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Engineering & Computing,Public Service & Social Science,5,Biological Sciences
C6,C5,A1,B3,B3,C4,F9,NONE,NONE,NONE,NONE,NONE,B2,NONE,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Arts & Humanities,Arts & Humanities,3,Chemical Engineering
B2,B2,NONE,B3,NONE,C4,C4,NONE,NONE,NONE,C6,B2,NONE,C5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Public Service & Social Science,Arts & Humanities,5,Statistics
C5,B3,NONE,C4,NONE,C5,NONE,B3,C4,NONE,NONE,NONE,B2,E8,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Law & Legal Studies,Education & Teaching,4,Statistics
C5,B3,NONE,C6,NONE,NONE,B2,B3,NONE,B3,NONE,NONE,C4,C4,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Agriculture & Environmental Science,Business & Management,2,Islamic Law (Sharia)
A1,B2,NONE,NONE,C5,C4,NONE,B2,B3,NONE,C4,B3,NONE,NONE,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Health & Life Sciences,Engineering & Computing,1,Business Administration
C6,A1,NONE,NONE,NONE,NONE,NONE,C5,NONE,B2,C5,E8,C5,B2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Agriculture & Environmental Science,Education & Teaching,5,Islamic Law (Sharia)
